,temp=0.01,temp=2.8664285714285715,temp=5.722857142857143,temp=8.579285714285716,temp=11.435714285714287,temp=14.292142857142858,temp=17.148571428571433,temp=20.005000000000003,temp=22.861428571428576,temp=25.71785714285715,temp=28.57428571428572,temp=31.43071428571429,temp=34.28714285714286,temp=37.143571428571434,temp=40.0
5049,1.0,0.5,0.25,0.25,0.125,0.0,0.375,0.25,0.625,0.0,0.0,0.125,0.375,0.5,0.25
5050,1.0,0.375,0.375,0.375,0.0,0.125,0.5,0.125,0.5,0.125,0.125,0.0,0.25,0.375,0.125
5051,1.0,0.375,0.375,0.25,0.125,0.25,0.375,0.25,0.375,0.0,0.25,0.125,0.25,0.25,0.0
5052,1.0,0.5,0.5,0.375,0.25,0.125,0.5,0.375,0.25,0.0,0.125,0.25,0.125,0.125,0.125
5053,1.0,0.375,0.625,0.25,0.125,0.0,0.625,0.5,0.125,0.125,0.0,0.125,0.25,0.0,0.0
5054,1.0,0.5,0.625,0.125,0.0,0.125,0.5,0.375,0.0,0.0,0.125,0.25,0.125,0.125,0.125
5055,1.0,0.5,0.625,0.0,0.125,0.0,0.375,0.5,0.125,0.125,0.25,0.375,0.0,0.0,0.0
5056,1.0,0.5,0.75,0.0,0.25,0.125,0.25,0.5,0.0,0.0,0.125,0.25,0.125,0.125,0.125
5057,1.0,0.625,0.625,0.125,0.125,0.0,0.125,0.625,0.125,0.125,0.0,0.375,0.0,0.0,0.0
5058,1.0,0.625,0.5,0.125,0.25,0.125,0.0,0.5,0.0,0.0,0.125,0.5,0.125,0.125,0.125
5059,1.0,0.75,0.375,0.0,0.125,0.25,0.125,0.375,0.125,0.125,0.0,0.5,0.25,0.0,0.25
5060,1.0,0.75,0.25,0.125,0.25,0.125,0.25,0.25,0.25,0.25,0.125,0.5,0.125,0.125,0.125
5061,1.0,0.625,0.375,0.0,0.125,0.25,0.375,0.125,0.375,0.125,0.25,0.375,0.0,0.25,0.25
5062,1.0,0.625,0.25,0.0,0.0,0.375,0.375,0.0,0.25,0.25,0.125,0.25,0.125,0.125,0.125
5063,1.0,0.625,0.375,0.125,0.125,0.25,0.5,0.125,0.125,0.375,0.25,0.125,0.25,0.25,0.25
5064,1.0,0.625,0.25,0.0,0.0,0.375,0.5,0.25,0.25,0.25,0.125,0.25,0.375,0.125,0.125
5065,1.0,0.5,0.375,0.125,0.125,0.5,0.375,0.375,0.375,0.375,0.25,0.125,0.25,0.0,0.25
5066,1.0,0.5,0.5,0.125,0.0,0.375,0.25,0.25,0.25,0.25,0.125,0.0,0.125,0.125,0.375
5067,1.0,0.5,0.375,0.25,0.125,0.5,0.375,0.25,0.125,0.125,0.0,0.125,0.25,0.25,0.375
5068,1.0,0.625,0.5,0.25,0.25,0.375,0.25,0.375,0.25,0.0,0.125,0.25,0.125,0.375,0.25
5069,1.0,0.5,0.375,0.25,0.125,0.25,0.375,0.5,0.375,0.125,0.0,0.125,0.0,0.25,0.375
5070,1.0,0.5,0.25,0.25,0.25,0.375,0.5,0.375,0.5,0.25,0.125,0.0,0.125,0.375,0.5
5071,1.0,0.375,0.125,0.375,0.375,0.25,0.625,0.5,0.375,0.125,0.25,0.125,0.25,0.25,0.375
5072,1.0,0.5,0.0,0.5,0.25,0.125,0.5,0.375,0.25,0.25,0.125,0.0,0.375,0.375,0.5
5073,1.0,0.375,0.125,0.375,0.125,0.0,0.625,0.25,0.375,0.375,0.0,0.125,0.5,0.25,0.375
5074,1.0,0.25,0.25,0.25,0.25,0.125,0.5,0.25,0.25,0.25,0.125,0.0,0.625,0.25,0.25
5075,1.0,0.25,0.375,0.125,0.375,0.25,0.375,0.125,0.125,0.375,0.25,0.125,0.75,0.125,0.125
5076,1.0,0.25,0.5,0.25,0.5,0.125,0.25,0.25,0.25,0.25,0.125,0.0,0.75,0.0,0.25
5077,1.0,0.25,0.5,0.25,0.375,0.0,0.375,0.125,0.125,0.125,0.0,0.125,0.625,0.125,0.125
